# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
0.750       80.424772     0.095445027       2515.3190
0.750       82.435391     0.085252630       2419.4639
0.750       84.446011     0.080143607       2444.9870
0.750       86.456630     0.073347427       2401.3201
0.750       88.467249     0.070145685       2460.4741
0.750       90.477868     0.070735247       2654.1974
0.750       92.488488     0.071005950       2845.9550
0.750       94.499107     0.064437055       2754.7936
0.750       96.509726     0.066933805       3048.0987
0.750       98.520346     0.064082047       3104.4482
0.750       100.53096     0.062819136       3233.4174
0.750       102.54158     0.064060154       3499.1157
0.750       104.55220     0.056547154       3274.0144
0.750       106.56282     0.058918079       3611.9022
0.750       108.57344     0.054695773       3546.4582
0.750       110.58406     0.054546388       3736.9205
0.750       112.59468     0.048552293       3511.0226
0.750       114.60530     0.049697561       3789.8275
0.750       116.61592     0.048431023       3891.0555
0.750       118.62654     0.046613034       3942.0597
0.750       120.63716     0.046472753       4133.4429
0.750       122.64778     0.047100119       4402.2156
0.750       124.65840     0.043717150       4290.2906
0.750       126.66902     0.046297534       4766.9358
0.750       128.67964     0.041838461       4516.2235
0.750       132.70087     0.041915274       4962.0817
0.750       136.72211     0.040264967       5213.3141
0.750       140.74335     0.032893163       4645.7898
0.750       144.76459     0.034193067       5255.2738
0.750       148.78583     0.035968828       6001.7963
0.750       152.80707     0.034497231       6235.6943
0.750       156.82831     0.032729368       6395.5990
0.750       160.84954     0.028450207       5998.1206
0.750       164.87078     0.024868540       5646.1399
0.750       168.89202     0.027462755       6702.5762
0.750       172.91326     0.028805389       7544.4728
0.750       176.93450     0.021855274       6132.8743
0.750       180.95574     0.021598095       6483.3995
0.750       184.97698     0.021611761       6929.6840
0.750       188.99821     0.020562162       7032.5388
0.750       193.01945     0.018846591       6866.0395
0.750       197.04069     0.021667455       8397.4209
0.750       201.06193     0.019754009       8134.2036
0.750       205.08317     0.018279994       7987.9689
0.750       209.10441     0.021665373       10035.199
0.750       213.12565     0.018467219       9056.8858
0.750       217.14688     0.019975361       10361.574
0.750       221.16812     0.019999895       10961.388
0.750       225.18936     0.017915437       10364.331
0.750       229.21060     0.017760136       10834.794
0.750       233.23184     0.018563147       11931.234
0.750       237.25308     0.014426723       9760.5323
0.750       241.27432     0.014262936       10148.748
0.750       245.29555     0.014376702       10749.755
0.750       249.31679     0.014593570       11457.409
0.750       253.33803     0.016048114       13218.904
0.750       257.35927     0.016565085       14304.852
0.750       265.40175     0.012391405       11735.515
0.750       273.44422     0.010518776       10895.363
0.750       281.48670     0.012083290       13653.032
0.750       289.52918     0.014811016       18210.930
0.750       297.57166    0.0076362700       10193.568
0.750       305.61413    0.0074588652       10786.072
0.750       313.65661    0.0091208510       14258.340
0.750       321.69909    0.0080831857       13633.341
0.750       329.74156     0.010268742       18651.277
0.750       337.78404    0.0072567955       14168.782
0.750       345.82652    0.0065944654       13817.349
0.750       353.86900    0.0059374574       13329.023
0.750       361.91147    0.0082960853       19922.807
0.750       369.95395    0.0070831991       18169.489
0.750       377.99643    0.0071400688       19536.004
0.750       386.03891    0.0092857791       27063.367
0.750       394.08138    0.0048652910       15084.705
0.750       402.12386    0.0047591167       15677.476
0.750       410.16634    0.0077156495       26972.599
0.750       418.20881    0.0065416085       24240.097
0.750       426.25129    0.0090795059       35622.927
0.750       434.29377    0.0072721255       30177.442
0.750       442.33625    0.0054178309       23754.905
0.750       450.37872    0.0082585231       38221.369
0.750       458.42120    0.0056051077       27355.730
0.750       466.46368    0.0059529662       30609.566
0.750       474.50615    0.0046669736       25259.872
0.750       482.54863    0.0057963712       32995.120
0.750       490.59111    0.0044971398       26900.829
0.750       498.63359    0.0044308280       27829.137
0.750       506.67606    0.0048859037       32196.326
0.750       514.71854    0.0039288390       27142.130
0.500     0.015707963       6239.9400    0.0012252093
0.500     0.031415927       14863.468     0.023347482
0.500     0.047123890       7419.7625     0.039335408
0.500     0.062831853       6459.0314     0.081166582
0.500     0.078539816       4815.0490      0.11817908
0.500     0.094247780       3634.9516      0.15416375
0.500      0.10995574       2970.9912      0.20009000
0.500      0.12566371       2584.5175      0.25982404
0.500      0.14137167       1994.4662      0.28548552
0.500      0.15707963       1779.9263      0.34948771
0.500      0.17278760       1590.1820      0.41558012
0.500      0.18849556       1385.9066      0.47022701
0.500      0.20420352       1261.9756      0.54439098
0.500      0.21991149       1144.0364      0.61638755
0.500      0.23561945       1016.8865      0.67387006
0.500      0.25132741       958.73651      0.77106165
0.500      0.26703538       842.31360      0.81255070
0.500      0.28274334       798.15305      0.91397346
0.500      0.29845130       728.24712      0.98077518
0.500      0.31415927       683.31979       1.0733562
0.500      0.32986723       637.78313       1.1597404
0.500      0.34557519       579.79294       1.2121904
0.500      0.36128316       560.16192       1.3382183
0.500      0.37699112       533.31647       1.4476001
0.500      0.39269908       496.18693       1.5222824
0.500      0.40840704       473.78341       1.6350453
0.500      0.42411501       451.79494       1.7460736
0.500      0.43982297       427.28206       1.8416989
0.500      0.45553093       401.13071       1.9209223
0.500      0.47123890       392.89074       2.0828857
0.500      0.48694686       368.45589       2.1552640
0.500      0.50265482       360.24753       2.3178260
0.500      0.51836279       344.89654       2.4336636
0.500      0.53407075       331.56301       2.5587786
0.500      0.54977871       320.11590       2.6948914
0.500      0.56548668       307.62907       2.8181542
0.500      0.58119464       305.40185       3.0374331
0.500      0.59690260       292.99854       3.1567932
0.500      0.61261057       288.47506       3.3599436
0.500      0.62831853       277.10799       3.4822417
0.500      0.64402649       267.95225       3.6260925
0.500      0.65973446       260.46809       3.7890671
0.500      0.67544242       255.28893       3.9853570
0.500      0.69115038       249.17236       4.1676169
0.500      0.70685835       241.48707       4.3207716
0.500      0.72256631       233.77653       4.4679087
0.500      0.73827427       224.43965       4.5753367
0.500      0.75398224       221.62965       4.8126187
0.500      0.76969020       216.51780       5.0016321
0.500      0.78539816       215.26905       5.2834975
0.500      0.80110613       208.28250       5.4249184
0.500      0.81681409       201.82433       5.5720299
0.500      0.83252205       197.71727       5.7796574
0.500      0.84823002       196.57200       6.0776100
0.500      0.86393798       189.96882       6.2058360
0.500      0.87964594       185.55800       6.3984334
0.500      0.89535391       180.09660       6.5487737
0.500      0.91106187       178.78635       6.8493323
0.500      0.92676983       176.24741       7.1073658
0.500      0.94247780       171.77874       7.2853942
0.500      0.95818576       169.98663       7.5758988
0.500      0.97389372       166.44223       7.7887631
0.500      0.98960169       164.62950       8.0827510
0.500       1.0053096       161.41638       8.3084004
0.500       1.0367256       153.54239       8.6674231
0.500       1.0681415       148.75836       9.1841300
0.500       1.0995574       142.66368       9.6080981
0.500       1.1309734       142.85632       10.469521
0.500       1.1623893       138.07822       10.986269
